title,price,location,rooms,size_sqm,url
Super geschnittene 3-Z-Wohnung in U-Bahn-Nähe!,€ 549.000,"Wien, 02. Bezirk, Leopoldstadt",3,84,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/super-geschnittene-3-z-wohnung-in-u-bahn-naehe-1466990882/
Traisengasse 20-22 - Moderner Lebensraum mit Donaublick,€ 448.400,"Wien, 20. Bezirk, Brigittenau",3,63,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/traisengasse-20-22-moderner-lebensraum-mit-donaublick-886591877/
U3-Station in nur wenigen Gehminuten erreichbar - Lift im Haus - Innenhof ausgerichtet,€ 459.000,"Wien, 03. Bezirk, Landstraße",3,81,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/u3-station-in-nur-wenigen-gehminuten-erreichbar-lift-im-haus-innenhof-ausgerichtet-2025135055/
Generalsanierte 2 Zimmer Wohnung in der Taborstraße 63 - perfekt angebunden: inkl. Wohnküche + Balkon (Bis 09/2028 befristet vermietet),€ 459.000,"Wien, 02. Bezirk, Leopoldstadt",3,74,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/generalsanierte-2-zimmer-wohnung-in-der-taborstrasse-63-perfekt-angebunden-inkl-wohnkueche-balkon-bis-09-2028-befristet-vermietet-931771105/
#SQ - UNBEFRISTET VERMIETET ALTBAUWOHNUNG IN TOPLAGE - EISVOGELGASSE,€ 220.000,"Wien, 06. Bezirk, Mariahilf",3,66,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/-sq-unbefristet-vermietet-altbauwohnung-in-toplage-eisvogelgasse-1544436680/
Einzigartige Lage: Lichtdurchflutete 102 m² Wohnung mit großem Wohnsalon,€ 550.000,"Wien, 04. Bezirk, Wieden",3,102,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1040-wieden/einzigartige-lage-lichtdurchflutete-102-m-wohnung-mit-grossem-wohnsalon-1090161473/
Erstbezug - U2 Messe Prater - 3 Zimmer - mit Garage optional,€ 495.000,"Wien, 02. Bezirk, Leopoldstadt",3,65,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/erstbezug-u2-messe-prater-3-zimmer-mit-garage-optional-1891400010/
PROVISIONSFREI -- Schicke 3-Zimmer Wohnung im Herzen des 3. Bezirks | teilsaniert | Nähe U3 | Lift in Planung,€ 449.000,"Wien, 03. Bezirk, Landstraße",3,78,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/provisionsfrei-schicke-3-zimmer-wohnung-im-herzen-des-3-bezirks-teilsaniert-naehe-u3-lift-in-planung-1658558846/
# SQ - ENTKERNTE 3 ZIMMER DACHGESCHOSSWOHNUNG MIT WEITBLICK UND TERRASSE - NÄHE MILLENIUM TOWER - 1200 WIEN,€ 449.000,"Wien, 20. Bezirk, Brigittenau",3,92,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/-sq-entkernte-3-zimmer-dachgeschosswohnung-mit-weitblick-und-terrasse-naehe-millenium-tower-1200-wien-2020676296/
VIEVIENNE - Traumhafte Altbauwohnungen in U-Bahn Nähe,ab € 245.000,"Wien, 05. Bezirk, Margareten",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1050-margareten/vievienne-traumhafte-altbauwohnungen-in-u-bahn-naehe-1883438751/
Neuer Preis! Ihre beste Entscheidung! Geschmackvoll sanierter Altbau + Rundum saniertes Gebäude + Perfekte Anbindung und Infrastruktur! Jetzt zugreifen!,€ 419.000,"Wien, 03. Bezirk, Landstraße",3,74,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/neuer-preis-ihre-beste-entscheidung-geschmackvoll-sanierter-altbau-rundum-saniertes-gebaeude-perfekte-anbindung-und-infrastruktur-jetzt-zugreifen-511068320/
"Sanierungsbedürftiger Altbau-Eigentum im 9., Bezirk",€ 280.000,"Wien, 09. Bezirk, Alsergrund",3,63,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/sanierungsbeduerftiger-altbau-eigentum-im-9-bezirk-1043114818/
The special one! 3-Zimmer-Wohnung im 3.OG mit coolem Grundriss und Balkon!,€ 289.000,"Wien, 20. Bezirk, Brigittenau",3,84,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/the-special-one-3-zimmer-wohnung-im-3-og-mit-coolem-grundriss-und-balkon-853638819/
JOSEPHINE - Vorsorgetraum: 3-Zimmer-Wohnung in Ruhelage am Grünen Prater mit Balkon,€ 439.800,"Wien, 02. Bezirk, Leopoldstadt",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/josephine-vorsorgetraum-3-zimmer-wohnung-in-ruhelage-am-gruenen-prater-mit-balkon-1916161893/
Modernes Loft mit Dachterrassen im 9. Bezirk,€ 475.000,"Wien, 09. Bezirk, Alsergrund",3,60,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/modernes-loft-mit-dachterrassen-im-9-bezirk-855772849/
++ MEIN GARTEN IST DER AUGARTEN ++ HELLE ALTBAUWOHNUNG + INNENHOFLAGE + Komplett saniert + befristet vermietet,€ 470.000,"Wien, 02. Bezirk, Leopoldstadt",3,67,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/-mein-garten-ist-der-augarten-helle-altbauwohnung-innenhoflage-komplett-saniert-befristet-vermietet-1682228719/
3-Zimmer-Anlagewohnung mit zwei Balkonen | URBAN DAHEIM | BAUFELD 13,€ 528.000,"Wien, 03. Bezirk, Landstraße",3,67,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/3-zimmer-anlagewohnung-mit-zwei-balkonen-urban-daheim-baufeld-13-1856022812/
Citylage mit Komfort - moderne Wohnung nahe Wallensteinplatz - provisionsfrei,€ 493.000,"Wien, 20. Bezirk, Brigittenau",3,72,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/citylage-mit-komfort-moderne-wohnung-nahe-wallensteinplatz-provisionsfrei-896793688/
Zwischen Sehnsucht und Realität - Das Herzstück städtischen Lebens,ab € 375.000,"Wien, 04. Bezirk, Wieden",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1040-wieden/zwischen-sehnsucht-und-realitaet-das-herzstueck-staedtischen-lebens-1068034103/
VIEVIENNE - Altbautraum in U-Bahn Nähe | 3-Zimmer-Wohnung mit Loggia | optimale Lage,€ 485.000,"Wien, 05. Bezirk, Margareten",3,63,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/vievienne-altbautraum-in-u-bahn-naehe-3-zimmer-wohnung-mit-loggia-optimale-lage-904471688/
Parknähe und Urbanität vereint: Die PARK FLATS,€ 485.000,"Wien, 03. Bezirk, Landstraße",3,79,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/parknaehe-und-urbanitaet-vereint-die-park-flats-1237702324/
Urbanes Leben und Naturgenuss - Ihre Zukunft in den PARK FLATS,€ 520.000,"Wien, 03. Bezirk, Landstraße",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/urbanes-leben-und-naturgenuss-ihre-zukunft-in-den-park-flats-1819683193/
Grünes Wohnen in der Stadt: Ihr neues Zuhause im 3. Bezirk,€ 505.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/gruenes-wohnen-in-der-stadt-ihr-neues-zuhause-im-3-bezirk-1404862403/
Lebendiger Wohnraum mit Parkblick - Willkommen bei den PARK FLATS,€ 501.000,"Wien, 03. Bezirk, Landstraße",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/lebendiger-wohnraum-mit-parkblick-willkommen-bei-den-park-flats-1441369080/
Ruheoase im Stadtviertel: Entdecken Sie die PARK FLATS,€ 485.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/ruheoase-im-stadtviertel-entdecken-sie-die-park-flats-1021848756/
Grünes Wohnen in der Stadt: Ihr neues Zuhause im 3. Bezirk,€ 465.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/gruenes-wohnen-in-der-stadt-ihr-neues-zuhause-im-3-bezirk-896583477/
Urbanes Leben und Naturgenuss - Ihre Zukunft in den PARK FLATS,€ 439.000,"Wien, 03. Bezirk, Landstraße",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/urbanes-leben-und-naturgenuss-ihre-zukunft-in-den-park-flats-1260808799/
Grünes Wohnen in der Stadt: Ihr neues Zuhause im 3. Bezirk,€ 507.000,"Wien, 03. Bezirk, Landstraße",3,82,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/gruenes-wohnen-in-der-stadt-ihr-neues-zuhause-im-3-bezirk-1006109108/
Parknähe und Urbanität vereint: Die PARK FLATS,€ 487.000,"Wien, 03. Bezirk, Landstraße",3,82,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/parknaehe-und-urbanitaet-vereint-die-park-flats-1378029217/
Charmante 3-Zimmer-Wohnung mit einem überlegten und funktionalen Grundriss,€ 399.000,"Wien, 02. Bezirk, Leopoldstadt",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/charmante-3-zimmer-wohnung-mit-einem-ueberlegten-und-funktionalen-grundriss-1393584002/
++NEU++ generalsanierte 3-Zimmer Neubauwohnung mit Balkon direkt beim Schweizer Garten!,€ 399.000,"Wien, 03. Bezirk, Landstraße",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/-neu-generalsanierte-3-zimmer-neubauwohnung-mit-balkon-direkt-beim-schweizer-garten-1310454290/
Sanierungsbedürftige Balkonwohnung im Botschaftsviertel,€ 399.000,"Wien, 03. Bezirk, Landstraße",3,79,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/sanierungsbeduerftige-balkonwohnung-im-botschaftsviertel-834730415/
VIEVIENNE - Ihr persönliches Altbau-Juwel: 3 Zimmer und eine Loggia,€ 535.000,"Wien, 05. Bezirk, Margareten",3,63,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/vievienne-ihr-persoenliches-altbau-juwel-3-zimmer-und-eine-loggia-2138762275/
ERSTBEZUG | 3-Zimmer-Altbauwohnung| U3-Anbindung | CENTRAL MARK |,€ 510.000,"Wien, 03. Bezirk, Landstraße",3,75,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/erstbezug-3-zimmer-altbauwohnung-u3-anbindung-central-mark-1938071708/
VIEVIENNE - Lichtdurchflutete Altbauwohnung mit 3 Zimmer und Loggia,€ 525.000,"Wien, 05. Bezirk, Margareten",3,65,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/vievienne-lichtdurchflutete-altbauwohnung-mit-3-zimmer-und-loggia-1806120251/
Imposante 3-Zimmer-Altbauwohnung | high-end-Sanierung | exzellente Lage,€ 419.000,"Wien, 09. Bezirk, Alsergrund",3,65,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/imposante-3-zimmer-altbauwohnung-high-end-sanierung-exzellente-lage-757119824/
"Wunderschöne 3-Zimmer Altbauwohnung im EG, Erstbezug!",€ 468.000,"Wien, 08. Bezirk, Josefstadt",3,72,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1080-josefstadt/wunderschoene-3-zimmer-altbauwohnung-im-eg-erstbezug-1023026100/
3-Zimmer-Wohnung im Fasanviertel,€ 349.000,"Wien, 03. Bezirk, Landstraße",3,79,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/3-zimmer-wohnung-im-fasanviertel-904357325/
VILLAGE IM DRITTEN - VIEW HOMES,€ 482.000,"Wien, 03. Bezirk, Landstraße",3,67,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/village-im-dritten-view-homes-1200844379/
URBAN DAHEIM | BAUFELD 13,€ 535.000,"Wien, 03. Bezirk, Landstraße",3,66,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/urban-daheim-baufeld-13-1531694180/
"HELLE 3-ZIMMER ALTBAUWOHNUNG, SÜDLICHE AUSRICHTUNG, PERFEKTE RAUMAUFTEILUNG",€ 419.000,"Wien, 03. Bezirk, Landstraße",3,67,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/helle-3-zimmer-altbauwohnung-suedliche-ausrichtung-perfekte-raumaufteilung-1793758391/
"Exklusiv sanierte Altbauwohnung mit Balkon, Stuckdecke und elegantem Wohnambiente",€ 549.000,"Wien, 05. Bezirk, Margareten",3,66,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/exklusiv-sanierte-altbauwohnung-mit-balkon-stuckdecke-und-elegantem-wohnambiente-1406646716/
Großzügige 3- Zimmer Altbauwohnung,€ 469.000,"Wien, 05. Bezirk, Margareten",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/grosszuegige-3-zimmer-altbauwohnung-1345967394/
NÄHE DONAUKANAL - TEILSANIERUNG direkt bei U3 Schlachthausgasse: attraktive 3-Zimmerwohnung inkl. neuer Küche und 2 Bäder,€ 549.000,"Wien, 03. Bezirk, Landstraße",3,101,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/naehe-donaukanal-teilsanierung-direkt-bei-u3-schlachthausgasse-attraktive-3-zimmerwohnung-inkl-neuer-kueche-und-2-baeder-764572477/
VILLAGE IM DRITTEN - VIEW HOMES,ab € 149.000,"Wien, 03. Bezirk, Landstraße",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1030-landstrasse/village-im-dritten-view-homes-1194881265/
Altbauhit in Top-Lage des 2. Bezirks - 3-Zimmer-Wohnung in Prater-Nähe,€ 399.000,"Wien, 02. Bezirk, Leopoldstadt",3,72,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/altbauhit-in-top-lage-des-2-bezirks-3-zimmer-wohnung-in-prater-naehe-741164476/
Großzügiges Wohnen im Altbau: 3 Zimmer mit Loggia und viel Licht - VIEVIENNE,€ 515.000,"Wien, 05. Bezirk, Margareten",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/grosszuegiges-wohnen-im-altbau-3-zimmer-mit-loggia-und-viel-licht-vievienne-1099599855/
VILLAGE IM DRITTEN - VIEW HOMES,€ 487.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/village-im-dritten-view-homes-1448910989/
Toll geschnittene 3-Zimmer Eigentumswohnung in moderner und zentraler Brigittenauer Lage - provisionsfrei!,€ 485.000,"Wien, 20. Bezirk, Brigittenau",3,80,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/toll-geschnittene-3-zimmer-eigentumswohnung-in-moderner-und-zentraler-brigittenauer-lage-provisionsfrei-1649479054/
Nähe Rochusmarkt | Generalsanierte Drei-Zimmer-Altbauwohnung zu verkaufen,€ 479.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/naehe-rochusmarkt-generalsanierte-drei-zimmer-altbauwohnung-zu-verkaufen-2132947897/
SANIERUNGSBEDÜRFTIGE 3 ZIMMER WOHNUNG IN EINEM CHARMANTEN ALTBAU,€ 449.000,"Wien, 09. Bezirk, Alsergrund",3,68,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1090-alsergrund/sanierungsbeduerftige-3-zimmer-wohnung-in-einem-charmanten-altbau-1332872638/
"Schöne 3-Zimmer Wohnung, Nähe Prater",€ 399.000,"Wien, 02. Bezirk, Leopoldstadt",3,72,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1020-leopoldstadt/schoene-3-zimmer-wohnung-naehe-prater-773465358/
Altbaucharme trifft moderne Sanierung - Wohnen in Landstraße,€ 375.000,"Wien, 03. Bezirk, Landstraße",3,84,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/altbaucharme-trifft-moderne-sanierung-wohnen-in-landstrasse-1298945113/
Hochwertig sanierte Wohnung mit durchdachtem Grundriss,€ 449.000,"Wien, 03. Bezirk, Landstraße",3,78,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/hochwertig-sanierte-wohnung-mit-durchdachtem-grundriss-2089640025/
Helle Wohnung mit modernem Badezimmer und neuer Küche,€ 549.000,"Wien, 03. Bezirk, Landstraße",3,100,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/helle-wohnung-mit-modernem-badezimmer-und-neuer-kueche-2143074212/
Altbaucharme trifft moderne Sanierung - Wohnen in Landstraße,€ 330.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/altbaucharme-trifft-moderne-sanierung-wohnen-in-landstrasse-1752663335/
VIEVIENNE - Altbaucharme pur: 3 Zimmer mit Loggia und großzügigem Wohngefühl,€ 510.000,"Wien, 05. Bezirk, Margareten",3,62,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/vievienne-altbaucharme-pur-3-zimmer-mit-loggia-und-grosszuegigem-wohngefuehl-1719565842/
Viel Potenzial in begehrter Lage - Wohnen in der Markhofgasse,ab € 156.000,"Wien, 03. Bezirk, Landstraße",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1030-landstrasse/viel-potenzial-in-begehrter-lage-wohnen-in-der-markhofgasse-1428445332/
JOSEPHINE -NEUBAUPROJEKT MIT BLICK AUF DEN PRATER,ab € 263.000,"Wien, 02. Bezirk, Leopoldstadt",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1020-leopoldstadt/josephine-neubauprojekt-mit-blick-auf-den-prater-1085467614/
"Willkommen im Projekt ""Josephine"" - Exklusiver Wohntraum mit Blick zum Prater!",ab € 335.500,"Wien, 02. Bezirk, Leopoldstadt",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1020-leopoldstadt/willkommen-im-projekt-josephine-exklusiver-wohntraum-mit-blick-zum-prater-1624538077/
Stilvoll kernsanierte 3-Zimmer-Wohnung mit perfekter Lage zwischen Augarten & Donaupark 01620-19,€ 429.000,"Wien, 20. Bezirk, Brigittenau",3,75,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/stilvoll-kernsanierte-3-zimmer-wohnung-mit-perfekter-lage-zwischen-augarten-donaupark-01620-19-1336871582/
VILLAGE IM DRITTEN | BAUFELD 13 | URBAN DAHEIM | ANLEGER,ab € 317.000,"Wien, 03. Bezirk, Landstraße",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1030-landstrasse/village-im-dritten-baufeld-13-urban-daheim-anleger-1706427926/
Schönbrunner Straße 60 - Elegante Altbau-Stadtresidenzen,ab € 229.000,"Wien, 05. Bezirk, Margareten",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1050-margareten/schoenbrunner-strasse-60-elegante-altbau-stadtresidenzen-1854848976/
Halbgasse 20,ab € 162.000,"Wien, 07. Bezirk, Neubau",0,,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/neubauprojekt/wien/wien-1070-neubau/halbgasse-20-1710517617/
VILLAGE IM DRITTEN | BAUFELD 14A | 3-ZIMMER WOHNUNG MIT BALKON,€ 529.000,"Wien, 03. Bezirk, Landstraße",3,66,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/village-im-dritten-baufeld-14a-3-zimmer-wohnung-mit-balkon-958191734/
Die perfekte Stadtwohnung!! Erstbezug nach Sanierung,€ 435.000,"Wien, 05. Bezirk, Margareten",3,74,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/die-perfekte-stadtwohnung-erstbezug-nach-sanierung-712701503/
Moderne 3-Zimmer-Wohnung in 1050 Högelmüllergasse - Lift - Tiefgaragenplatz,€ 395.000,"Wien, 05. Bezirk, Margareten",3,66,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/moderne-3-zimmer-wohnung-in-1050-hoegelmuellergasse-lift-tiefgaragenplatz-2137796101/
Helle Dachgeschosswohnung mit 3 Zimmern - stilvoll & gemütlich,€ 549.000,"Wien, 06. Bezirk, Mariahilf",3,90,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1060-mariahilf/helle-dachgeschosswohnung-mit-3-zimmern-stilvoll-gemuetlich-1823231546/
Bring Ideen mit. Der Rest ist da! Tolle Familienwohnung/WG - Selbst Gestalten! Sanierungsbedürftige Altbauwohnung! U-Bahn ums Eck + Traumhaft renoviertes Altbauhaus + Optimalste Infrastruktur und An,€ 375.000,"Wien, 03. Bezirk, Landstraße",3,84,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/bring-ideen-mit-der-rest-ist-da-tolle-familienwohnung-wg-selbst-gestalten-sanierungsbeduerftige-altbauwohnung-u-bahn-ums-eck-traumhaft-renoviertes-altbauhaus-optimalste-infrastruktur-und-an-1602730717/
Gründerzeit trifft Großstadtgefühl! Achtung - Schmuckstück! U-Bahn ums Eck + Traumhaft renoviertes Altbauhaus + TOP Altbauwohnung + Optimalste Infrastruktur und Anbindung! Worauf warten Sie noch?,€ 549.000,"Wien, 03. Bezirk, Landstraße",3,101,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/gruenderzeit-trifft-grossstadtgefuehl-achtung-schmuckstueck-u-bahn-ums-eck-traumhaft-renoviertes-altbauhaus-top-altbauwohnung-optimalste-infrastruktur-und-anbindung-worauf-warten-sie-noch-1757148217/
Noch keine Schönheit - aber viel Potenzial! Raumwunder - Selbst Gestalten! Sanierungsbedürftige Altbauwohnung! U-Bahn ums Eck + Traumhaft renoviertes Altbauhaus + Optimalste Infrastruktur und Anbind,€ 330.000,"Wien, 03. Bezirk, Landstraße",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/noch-keine-schoenheit-aber-viel-potenzial-raumwunder-selbst-gestalten-sanierungsbeduerftige-altbauwohnung-u-bahn-ums-eck-traumhaft-renoviertes-altbauhaus-optimalste-infrastruktur-und-anbind-1226476922/
"Einkaufen, Ausgehen, Einsteigen - alles vor der Tür! Ideale 3 Zimmer Altbauwohnung! U-Bahn ums Eck + Traumhaft renoviertes Altbauhaus + TOP Altbauwohnung + Optimalste Infrastruktur und Anbindung! Wo",€ 449.000,"Wien, 03. Bezirk, Landstraße",3,78,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1030-landstrasse/einkaufen-ausgehen-einsteigen-alles-vor-der-tuer-ideale-3-zimmer-altbauwohnung-u-bahn-ums-eck-traumhaft-renoviertes-altbauhaus-top-altbauwohnung-optimalste-infrastruktur-und-anbindung-wo-1683792760/
**Hannovermarkt** Sanierungsbedürftige 3-Zimmer Altbauwohnung - Airbnb,€ 264.000,"Wien, 20. Bezirk, Brigittenau",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/-hannovermarkt-sanierungsbeduerftige-3-zimmer-altbauwohnung-airbnb-908445976/
Zentral wohnen & urban genießen - provisionsfreie Familienwohnung,€ 496.000,"Wien, 20. Bezirk, Brigittenau",3,69,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1200-brigittenau/zentral-wohnen-urban-geniessen-provisionsfreie-familienwohnung-2139153661/
Stilvoller Wohntraum mit Loggia,€ 502.000,"Wien, 05. Bezirk, Margareten",3,70,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/stilvoller-wohntraum-mit-loggia-1938746706/
Geborgenheit trifft Design - Familienwohnung mit Loggia in Hofruhelage,€ 547.900,"Wien, 05. Bezirk, Margareten",3,74,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/geborgenheit-trifft-design-familienwohnung-mit-loggia-in-hofruhelage-2108243529/
Neubautraum mit Loggia und Wohlfühlcharakter,€ 532.900,"Wien, 05. Bezirk, Margareten",3,71,https://www.willhaben.at/iad/immobilien/eigentumswohnung/immobilien/d/eigentumswohnung/wien/wien-1050-margareten/neubautraum-mit-loggia-und-wohlfuehlcharakter-1456774473/
